,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
83245,юр. лицо,получение средств,567.68,безналичный,Минск,Беларусбанк-FJSJ-672,06-07-2022,05:56:13,успешно,нет,0.0
83247,юр. лицо,получение средств,330.46,наличный,Гродно,Беларусбанк-YUZR-935,24-07-2004,05:07:44,успешно,нет,0.0
83255,физ. лицо,получение средств,312.39,наличный,Минск,БелАгропромбанк-ULMB-713,05-11-2022,08:18:37,успешно,нет,0.0
83270,физ. лицо,списание средств,953.99,наличный,Могилев,Беларусбанк-GXBP-422,29-10-2020,08:28:33,неправильный ввод пин-кода,нет,0.0
83275,юр. лицо,списание средств,982.76,безналичный,Гомель,БелАгропромбанк-TOCN-490,07-04-2021,05:48:00,недостаточно средств,нет,0.0
83279,юр. лицо,списание средств,693.77,безналичный,Гомель,Белинвестбанк-KCJI-333,19-11-2017,04:17:08,успешно,нет,0.0
83280,юр. лицо,получение средств,751.09,наличный,Гродно,Приорбанк-PEZN-719,14-10-2022,10:41:50,успешно,нет,0.0
83281,физ. лицо,списание средств,531.03,наличный,Гомель,БелАгропромбанк-TPRN-691,06-09-2009,09:48:22,недостаточно средств,нет,0.0
83283,юр. лицо,списание средств,254.53,наличный,Могилев,Белинвестбанк-UBKZ-563,26-06-2023,06:22:46,успешно,нет,0.0
83284,юр. лицо,списание средств,997.9,безналичный,Могилев,Белинвестбанк-DECP-522,22-12-2023,07:46:31,успешно,нет,0.0
83290,юр. лицо,получение средств,997.35,безналичный,Гомель,Белинвестбанк-TJLC-217,17-09-2010,03:51:54,успешно,нет,0.0
83291,юр. лицо,списание средств,987.26,безналичный,Гродно,БелАгропромбанк-VBFD-952,15-03-2021,18:11:55,неправильный ввод пин-кода,нет,0.0
83301,физ. лицо,списание средств,394.61,наличный,Гомель,Белинвестбанк-ETNI-639,15-11-2020,08:03:10,недостаточно средств,нет,0.0
83307,юр. лицо,получение средств,207.63,наличный,Брест,МаксБанк-WICF-706,07-10-2005,18:01:31,успешно,нет,0.0
83311,физ. лицо,списание средств,123.92,наличный,Витебск,Белинвестбанк-YZBR-844,26-08-2007,17:19:31,успешно,нет,0.0
83312,физ. лицо,получение средств,306.23,наличный,Минск,Приорбанк-QKVH-620,03-06-2000,19:26:21,успешно,нет,0.0
83317,физ. лицо,получение средств,49.32,безналичный,Гомель,БелАгропромбанк-XGED-365,19-08-2024,12:56:29,успешно,нет,0.0
83323,физ. лицо,списание средств,120.62,безналичный,Минск,МаксБанк-OOTA-476,26-01-2003,04:06:28,неправильный ввод пин-кода,нет,0.0
83326,физ. лицо,получение средств,260.74,безналичный,Могилев,Приорбанк-LFWI-601,05-09-2023,21:14:11,успешно,нет,0.0
83336,юр. лицо,получение средств,971.96,безналичный,Минск,БелАгропромбанк-BQSI-096,10-04-2016,17:05:41,успешно,нет,0.0
83341,физ. лицо,получение средств,925.11,безналичный,Гродно,Приорбанк-MXJU-693,14-02-2020,14:26:24,успешно,нет,0.0
83346,физ. лицо,получение средств,407.81,безналичный,Витебск,Беларусбанк-XTDM-108,19-03-2005,20:21:45,успешно,нет,0.0
83361,физ. лицо,списание средств,916.65,наличный,Гродно,Белинвестбанк-IKSO-807,18-07-2005,01:53:12,недостаточно средств,да,32.08
83362,физ. лицо,получение средств,347.66,наличный,Гродно,Приорбанк-GJCM-845,29-12-2012,13:06:33,успешно,нет,0.0
83363,физ. лицо,получение средств,283.33,наличный,Могилев,Приорбанк-HTRN-357,05-12-2014,06:49:31,успешно,нет,0.0
83367,физ. лицо,списание средств,431.93,безналичный,Могилев,Белинвестбанк-VDVQ-055,14-10-2016,01:03:48,успешно,да,12.46
83368,юр. лицо,получение средств,813.53,наличный,Могилев,Приорбанк-KUYF-166,10-05-2019,18:25:05,успешно,нет,0.0
83370,юр. лицо,списание средств,369.66,безналичный,Гомель,Приорбанк-XFVW-343,08-11-2009,14:07:55,успешно,да,22.32
83384,юр. лицо,получение средств,667.07,наличный,Могилев,Беларусбанк-CGLS-347,17-10-2016,06:03:23,успешно,нет,0.0
83388,юр. лицо,получение средств,744.6,безналичный,Могилев,Приорбанк-TVVZ-526,10-09-2019,16:44:02,успешно,нет,0.0
83396,физ. лицо,получение средств,923.27,наличный,Гомель,МаксБанк-VAIC-190,20-02-2003,22:48:49,успешно,нет,0.0
83397,физ. лицо,списание средств,577.6,наличный,Гомель,Приорбанк-HUXB-670,16-10-2014,19:01:49,неправильный ввод пин-кода,нет,0.0
83398,юр. лицо,списание средств,577.17,безналичный,Минск,МаксБанк-UOHS-577,13-12-2021,14:41:16,неправильный ввод пин-кода,да,11.74
83405,юр. лицо,списание средств,744.35,наличный,Могилев,Приорбанк-EWFX-363,11-12-2001,05:19:04,недостаточно средств,да,33.5
83412,юр. лицо,списание средств,877.5,безналичный,Гомель,Белинвестбанк-ZZKJ-643,28-02-2000,21:15:27,неправильный ввод пин-кода,да,14.87
83417,юр. лицо,списание средств,130.44,безналичный,Гомель,Приорбанк-BMLS-469,13-10-2021,10:15:52,успешно,нет,0.0
83422,юр. лицо,получение средств,905.67,наличный,Минск,МаксБанк-LXYX-583,14-09-2016,15:39:51,успешно,нет,0.0
83427,юр. лицо,получение средств,539.23,наличный,Могилев,МаксБанк-AJDG-422,28-05-2008,05:08:18,успешно,нет,0.0
83429,юр. лицо,получение средств,389.55,наличный,Могилев,БелАгропромбанк-KNRG-232,06-02-2006,10:03:26,успешно,нет,0.0
83430,физ. лицо,получение средств,239.52,наличный,Могилев,МаксБанк-GLSB-501,19-04-2015,02:57:13,успешно,нет,0.0
83434,физ. лицо,получение средств,768.59,безналичный,Гродно,БелАгропромбанк-ZSHP-022,28-03-2022,03:31:04,успешно,нет,0.0
83437,юр. лицо,получение средств,471.27,наличный,Гомель,Беларусбанк-WYID-962,15-04-2016,18:50:20,успешно,нет,0.0
83444,физ. лицо,списание средств,522.8,безналичный,Могилев,Приорбанк-CSHA-218,04-02-2005,10:33:29,недостаточно средств,нет,0.0
83450,физ. лицо,получение средств,479.69,безналичный,Брест,Приорбанк-MHXI-825,19-08-2008,20:39:45,успешно,нет,0.0
83456,физ. лицо,получение средств,865.88,безналичный,Брест,Приорбанк-TQDU-137,12-04-2000,01:55:48,успешно,нет,0.0
83465,юр. лицо,получение средств,935.39,безналичный,Минск,Приорбанк-AKKI-015,03-10-2020,02:25:27,успешно,нет,0.0
